index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
976	None	"We pass tall fields of corn, grapevines, tangerine trees growing on terraced hills."	  Negative	-1	-0.090909	-0.14286	0.112162659
977	None	An occasional irrigation pond sparkles in the sunlight.	  Neutral	0	0	-0.19048	0.064542659
978	None	"A river winding through a flat stretch of land looks cool and inviting, an empty lot is overgrown with summer grasses."	  Neutral	0	0	-0.19048	0.064542659
979	None	"At one point we pass a dog standing by the tracks, staring vacantly at the train rushing by."	  Negative	-1	-0.090909	-0.14286	0.112162659
980	None	Watching this scenery makes me feel warm and calm all over again.	  Positive	1	-0.18182	-0.19048	0.064542659
981	None	"You're going to be okay, I tell myself, taking a deep breath."	  Positive	1	-0.18182	-0.2381	0.016922659
982	None	All you can do is forge on ahead.	  Neutral	0	-0.090909	-0.2381	0.016922659
983	None	At the station I follow the map and walk north past rows of old stores and houses.	  Neutral	0	-0.090909	-0.2381	0.016922659
984	None	Both sides of the street are lined with walls around people's homes.	  Negative	-1	-0.090909	-0.28571	-0.030687341
985	None	"I've never seen so many different kinds--black walls made out of boards, white walls, granite block walls, stone walls with hedges on top."	  Negative	-1	-0.090909	-0.28571	-0.030687341
986	None	"The whole place is still and silent, with no one else on the street."	  Neutral	0	-0.27273	-0.28571	-0.030687341
987	None	Hardly any cars pass by.	  Neutral	0	-0.45455	-0.28571	-0.030687341
988	None	"The air smells like the sea, which must be nearby."	  Neutral	0	-0.45455	-0.33333	-0.078307341
989	None	I listen carefully but can't hear any waves.	  Neutral	0	-0.54545	-0.38095	-0.125927341
990	None	"Far off, though, I hear the faint bee-like buzz of an electric saw, maybe from a construction site."	  Negative	-1	-0.45455	-0.38095	-0.125927341
991	None	"Small signs with arrows pointing toward the library line the road from the station, so I can't get lost."	  Negative	-1	-0.36364	-0.42857	-0.173547341
992	None	Right in front of the Komura Memorial Library's imposing front gate stand two neatly trimmed plum trees.	  Negative	-1	-0.45455	-0.52381	-0.268787341
993	None	"Inside the gate a gravel path winds past other beautifully manicured bushes and trees--pines and magnolias, kerria and azaleas--with not a fallen leaf in sight."	  Neutral	0	-0.54545	-0.52381	-0.268787341
994	None	"A couple of stone lanterns peek out between the trees, as does a small pond."	  Negative	-1	-0.63636	-0.52381	-0.268787341
995	None	Finally I get to the intricately designed entrance.	  Neutral	0	-0.72727	-0.42857	-0.173547341
996	None	"I come to a halt in front of the open front door, hesitating for a moment about going inside."	  Neutral	0	-0.63636	-0.33333	-0.078307341
997	None	This place doesn't look like any library I've ever seen.	  Negative	-1	-0.63636	-0.33333	-0.078307341
998	None	But having come all this way I might as well take the plunge.	  Negative	-1	-0.54545	-0.33333	-0.078307341
999	None	Just inside the entrance a young man is sitting behind a counter where you check your bags.	  Negative	-1	-0.54545	-0.38095	-0.125927341
1000	None	"I slough off my backpack, then take off my sunglasses and cap."	  Negative	-1	-0.36364	-0.38095	-0.125927341
1001	None	Is this your first visit?	  Neutral	0	-0.27273	-0.38095	-0.125927341
1002	None	" he asks me in a relaxed, quiet voice."	  Negative	-1	-0.27273	-0.28571	-0.030687341
1003	None	"It's slightly highpitched, but smooth and soothing."	  Neutral	0	-0.18182	-0.28571	-0.030687341
1004	None	"I nod, but the words don't come."	  Neutral	0	-0.18182	-0.33333	-0.078307341
1005	None	The question takes me by surprise and makes me kind of tense.	  Positive	1	-0.090909	-0.33333	-0.078307341
1006	None	"A long, freshly sharpened pencil between his fingers, the young man gazes intently at my face for a while."	  Positive	1	-0.090909	-0.38095	-0.125927341
1007	None	"The pencil is yellow, with an eraser at the end."	  Neutral	0	0	-0.42857	-0.173547341
1008	None	"The man's face is on the small side, his features regular."	  Neutral	0	0	-0.38095	-0.125927341
1009	None	"Pretty, rather than handsome, might describe him best."	  Negative	-1	-0.090909	-0.38095	-0.125927341
1010	None	"He's wearing a button-down white cotton shirt and olive green chinos, with not a single wrinkle on either."	  Neutral	0	-0.18182	-0.33333	-0.078307341
1011	None	"When he looks down his longish hair falls over his brow, and occasionally he notices this and fingers it back."	  Negative	-1	-0.36364	-0.28571	-0.030687341
1012	None	"His sleeves are rolled up to the elbows, revealing slender white wrists."	  Positive	1	-0.54545	-0.28571	-0.030687341
1013	None	Delicately framed glasses nicely complement his features.	  Negative	-1	-0.54545	-0.28571	-0.030687341
1014	Oshima	The small plastic name tag pinned to his chest says Oshima.	  Negative	-1	-0.63636	-0.28571	-0.030687341
1015	None	Not exactly the type of librarian I'm used to.	  Negative	-1	-0.54545	-0.28571	-0.030687341
1016	None	"Feel free to use the stacks, he tells me, ""and if you find a book you'd like to read, just bring it to the reading room."	  Negative	-1	-0.54545	-0.33333	-0.078307341
1017	None	"Rare books have a red seal on them, and for those you'll need to fill out a request card."	  Negative	-1	-0.45455	-0.33333	-0.078307341
1018	None	Over there to the right is the reference room.	  Neutral	0	-0.63636	-0.33333	-0.078307341
1019	None	There's a card index and a computer you can use to search for material.	  Negative	-1	-0.54545	-0.33333	-0.078307341
1020	None	We don't allow any books to be checked out.	  Neutral	0	-0.45455	-0.33333	-0.078307341
1021	None	We don't carry any magazines or newspapers.	  Neutral	0	-0.36364	-0.38095	-0.125927341
1022	None	No cameras are allowed.	  Neutral	0	-0.18182	-0.33333	-0.078307341
1023	None	And neither is making copies of anything.	  Negative	-1	-0.090909	-0.38095	-0.125927341
1024	None	All food and beverages should be consumed outside on the benches.	  Neutral	0	-0.090909	-0.33333	-0.078307341
1025	None	And we close at five.	  Neutral	0	-0.090909	-0.28571	-0.030687341
1026	None	" He lays his pencil on the desk and adds, Are you in high school?"	  Neutral	0	-0.18182	-0.2381	0.016922659
1027	None	" Yes, I am,"" I say after taking a deep breath."	  Positive	1	-0.18182	-0.19048	0.064542659
1028	None	"This library is a little different from the ones you're probably used to, he says."	  Neutral	0	-0.18182	-0.14286	0.112162659
1029	None	"We specialize in certain genres of books, mainly old books by tanka and haiku poets."	  Neutral	0	-0.090909	-0.14286	0.112162659
1030	None	"Naturally, we have a selection of general books as well."	  Negative	-1	-0.090909	-0.14286	0.112162659
1031	None	Most of the people who ride the train all the way out here are doing research in those fields.	  Negative	-1	-0.090909	-0.14286	0.112162659
1032	None	No one comes here to read the latest Stephen King novel.	  Neutral	0	-0.090909	-0.19048	0.064542659
1033	None	"We might get the occasional graduate student, but very seldom someone your age."	  Neutral	0	-0.18182	-0.28571	-0.030687341
1034	None	"So--are you researching tanka or haiku, then?"	  Neutral	0	-0.18182	-0.2381	0.016922659
1035	None	" No,"" I answer."	  Neutral	0	-0.27273	-0.28571	-0.030687341
1036	None	That's what I thought.	  Neutral	0	-0.18182	-0.28571	-0.030687341
1037	None	 Is it still okay for me to use the library?	  Neutral	0	-0.18182	-0.2381	0.016922659
1038	None	" I ask timidly, trying to keep my voice from cracking."	  Neutral	0	-0.36364	-0.2381	0.016922659
1039	None	Of course.	  Neutral	0	-0.36364	-0.28571	-0.030687341
1040	None	 He smiles and places both hands on the desk.	  Negative	-1	-0.45455	-0.33333	-0.078307341
1041	None	"This is a library, and anybody who wants to read is welcome."	  Neutral	0	-0.45455	-0.33333	-0.078307341
1042	None	"This can be our little secret, but I'm not particularly fond of tanka or haiku myself."	  Negative	-1	-0.36364	-0.2381	0.016922659
1043	None	" It's a really beautiful building,"" I say."	  Very negative	-2	-0.27273	-0.2381	0.016922659
1044	None	He nods.	  Neutral	0	-0.36364	-0.2381	0.016922659
1045	None	"The Komura family's been a major sake producer since the Edo period, he explains, ""and the previous head of the family was quite a bibliophile, nationally famous for scouring the country in search of books."	  Negative	-1	-0.45455	-0.2381	0.016922659
1046	None	"His father was himself a tanka poet, and many writers used to stop by here when they came to Shikoku."	  Neutral	0	-0.45455	-0.28571	-0.030687341
1047	None	"Wakayama Bokusui, for instance, or Ishikawa Takuboku, and Shiga Naoya."	  Positive	1	-0.36364	-0.33333	-0.078307341
1048	None	"Some of them must have found it quite comfortable here, because they stayed a long time."	  Positive	1	-0.27273	-0.38095	-0.125927341
1049	None	"All in all, the family spared no expense when it came to the literary arts."	  Negative	-1	-0.090909	-0.38095	-0.125927341
1050	None	"What usually happens with a family like that is eventually a descendant squanders the inheritance, but fortunately the Komuras avoided that fate."	  Negative	-1	-0.090909	-0.33333	-0.078307341
1051	None	"They enjoyed their hobby, in its place, but made sure the family business did well."	  Negative	-1	-0.090909	-0.2381	0.016922659
1052	None	" So they were rich,"" I say, stating the obvious."	  Positive	1	-0.18182	-0.28571	-0.030687341
1053	None	Very much so.	  Neutral	0	-0.36364	-0.28571	-0.030687341
1054	None	 His lips curve ever so slightly.	  Neutral	0	-0.45455	-0.19048	0.064542659
1055	None	"They aren't as rich now as they were before the war, but they're still pretty wealthy."	  Neutral	0	-0.27273	-0.19048	0.064542659
1056	None	Which is why they can maintain such a wonderful library.	  Negative	-1	-0.090909	-0.14286	0.112162659
1057	None	"Of course making it a foundation helps lower their inheritance tax, but that's another story."	  Negative	-1	-0.090909	-0.19048	0.064542659
1058	None	If you're really interested in this building I suggest you take the little tour at two.	  Negative	-1	-0.27273	-0.28571	-0.030687341
1059	None	"It's only once a week, on Tuesdays, which happens to be today."	  Neutral	0	-0.27273	-0.33333	-0.078307341
1060	None	"There's a rather unique collection of paintings and drawings on the second floor, and the building itself is, architecturally, quite fascinating."	  Positive	1	-0.27273	-0.28571	-0.030687341
1061	None	I know you'll enjoy it.	  Positive	1	-0.27273	-0.19048	0.064542659
1062	None	" Thank you,"" I say."	  Negative	-1	-0.27273	-0.19048	0.064542659
1063	None	"You're quite welcome, his smile suggests."	  Negative	-1	-0.27273	-0.28571	-0.030687341
1064	None	He picks his pencil up again and starts tapping the eraser end on the desk like he's gently encouraging me.	  Neutral	0	-0.18182	-0.2381	0.016922659
1065	None	Are you the one who does the tour?	  Neutral	0	-0.18182	-0.28571	-0.030687341
1066	Oshima	 Oshima smiles.	  Neutral	0	-0.18182	-0.28571	-0.030687341
1067	None	"No, I'm just a lowly assistant, I'm afraid."	  Negative	-1	-0.36364	-0.25	0.005022659
1068	Miss Saeki	A lady named Miss Saeki is in charge here--my boss.	  Negative	-1	-0.36364	-0.15	0.105022659
1069	None	She's related to the Komuras and does the tour herself.	  Neutral	0	-0.18182	-0.15	0.105022659
1070	None	I know you'll like her.	  Neutral	0	-0.27273	-0.15	0.105022659
1071	None	She's a wonderful person.	  Positive	1	-0.27273	-0.2	0.055022659
1072	None	" I go into the high-ceilinged stacks and wander among the shelves, searching for a book that looks interesting."	  Negative	-1	-0.3	-0.2	0.055022659
1073	None	"Magnificent thick beams run across the ceiling of the room, and gentle early-summer sunlight is shining through the open window, the chatter of birds in the garden filtering in."	  Negative	-1	-0.1	-0.1	0.155022659
1074	Oshima	"The books in the shelves in front of me, sure enough, are just like Oshima said, mainly books of Japanese poetry."	  Positive	1	-0.1	0	0.255022659
1075	None	"Tanka and haiku, essays on poetry, biographies of various poets."	  Negative	-1	-0.1	-0.05	0.205022659
1076	None	There are also a lot of books on local history.	  Neutral	0	-0.1	-0.1	0.155022659
1077	None	"A shelf farther back contains general humanities--collections of Japanese literature, world literature, and individual writers, classics, philosophy, drama, art history, sociology, history, biography, geography...."		NaN	-0.1	-0.15	0.105022659
1078	None	"When I open them, most of the books have the smell of an earlier time leaking out between the pages--a special odor of the knowledge and emotions that for ages have been calmly resting between the covers."	  Positive	1	0.1	-0.1	0.155022659
1079	None	"Breathing it in, I glance through a few pages before returning each book to its shelf."	  Negative	-1	0.3	0	0.255022659
1080	None	"Finally I decide on a multivolume set, with beautiful covers, of the Burton translation of The Arabian Nights, pick out one volume, and take it back to the reading room."	  Neutral	0	0.1	-0.05	0.205022659
